SPPARKS (08 Oct 2025)
seed 12345
app_style surface/rxn
solve_style tree

dimension 2
lattice sq/4n 1.0
region box block 0 128 0 128 -0.5 0.5
create_box box
Created box = (0 0 -0.5) to (128 128 0.5)
  1 by 1 by 1 processor grid
create_sites box
Creating sites ...
  16384 sites
  16384 sites have 4 neighbors

# surface species mapping (0 = *, 1 = A*, 2 = B*)
species A 1
species B 2

# initialize lattice
set site value 0
  16384 settings made for site
set site value 1 fraction 0.25 if site = 0
  4048 settings made for site
set site value 2 fraction 0.25 if site = 0
  3148 settings made for site

# gas concentration for k1 c_A
gas A 1.0

# surface diffusion
diffusion A 0.2
diffusion B 0.2

# A* + * -> 2A*   rate = k1 * c_A
reaction A * -> A A 1.0 gas A

# A* + B* -> 2B*  rate = k2
reaction A B -> B B 1.0

# B* + * -> 2* + B(g)  rate = k3
reaction B * -> * * 0.1

stats 0.01
run 100.0
Setting up run ...
Running with 32-bit site IDs
Memory usage per processor = 1.625 Mbytes
      Time    Naccept    Nreject    Nsweeps        CPU
   1.15014      16079          0          0     0.0357
   1.16012      16193          0          0     0.0359
   1.17012      16299          0          0     0.0362
   1.18012      16427          0          0     0.0365
      1.19      16535          0          0     0.0367
   1.20003      16632          0          0     0.0369
   1.21004      16734          0          0     0.0371
      1.22      16847          0          0     0.0374
   1.23053      16951          0          0     0.0376
   1.24012      17058          0          0     0.0379
   1.25006      17162          0          0     0.0381
   1.26021      17263          0          0     0.0383
   1.27028      17379          0          0     0.0386
   1.28001      17481          0          0     0.0388
   1.29016      17560          0          0      0.039
   1.30003      17644          0          0     0.0392
   1.31001      17750          0          0     0.0394
   1.32002      17857          0          0     0.0396
   1.33014      17975          0          0     0.0399
   1.34001      18062          0          0     0.0401
   1.35006      18175          0          0     0.0404
   1.36003      18270          0          0     0.0406
   1.37002      18383          0          0     0.0408
   1.38008      18474          0          0      0.041
   1.39011      18564          0          0     0.0412
   1.40017      18656          0          0     0.0414
   1.41001      18753          0          0     0.0416
   1.42005      18842          0          0     0.0418
   1.43007      18920          0          0      0.042
   1.44012      19026          0          0     0.0422
   1.45018      19120          0          0     0.0424
   1.46063      19218          0          0     0.0427
   1.47002      19288          0          0     0.0428
   1.48014      19375          0          0      0.043
   1.49003      19467          0          0     0.0432
   1.50001      19547          0          0     0.0434
   1.51006      19652          0          0     0.0437
      1.52      19739          0          0     0.0439
   1.53004      19829          0          0     0.0441
   1.54014      19926          0          0     0.0443
   1.55013      20014          0          0     0.0445
   1.56001      20108          0          0     0.0448
      1.57      20193          0          0      0.045
   1.58051      20269          0          0     0.0451
   1.59007      20344          0          0     0.0453
   1.60001      20441          0          0     0.0455
   1.61046      20525          0          0     0.0457
   1.62004      20612          0          0     0.0459
   1.63003      20692          0          0     0.0461
   1.64001      20775          0          0     0.0463
   1.65005      20849          0          0     0.0464
   1.66031      20932          0          0     0.0466
   1.67023      20999          0          0     0.0468
   1.68061      21072          0          0     0.0469
   1.69013      21133          0          0     0.0471
    1.7001      21219          0          0     0.0473
   1.71007      21292          0          0     0.0474
   1.72022      21381          0          0     0.0476
    1.7302      21455          0          0     0.0478
   1.74029      21529          0          0      0.048
    1.7501      21620          0          0     0.0482
   1.76005      21698          0          0     0.0484
   1.77027      21778          0          0     0.0485
   1.78073      21848          0          0     0.0487
    1.7902      21924          0          0     0.0489
   1.80008      22005          0          0     0.0491
   1.81061      22066          0          0     0.0492
   1.82002      22143          0          0     0.0494
   1.83036      22226          0          0     0.0496
   1.84038      22291          0          0     0.0497
   1.85012      22358          0          0     0.0499
   1.86018      22416          0          0       0.05
   1.87016      22492          0          0     0.0502
   1.88003      22553          0          0     0.0503
      1.89      22623          0          0     0.0505
   1.90029      22683          0          0     0.0506
   1.91002      22744          0          0     0.0508
   1.92048      22824          0          0     0.0509
   1.93028      22901          0          0     0.0511
   1.94009      22964          0          0     0.0513
   1.95008      23037          0          0     0.0514
   1.96006      23108          0          0     0.0516
   1.97023      23186          0          0     0.0518
   1.98006      23243          0          0      0.052
   1.99022      23306          0          0     0.0522
   2.00021      23370          0          0     0.0524
   2.01052      23418          0          0     0.0525
   2.02001      23471          0          0     0.0527
   2.03001      23528          0          0     0.0529
   2.04001      23593          0          0     0.0531
    2.0501      23654          0          0     0.0534
   2.06001      23705          0          0     0.0536
   2.07037      23765          0          0     0.0538
   2.08017      23826          0          0     0.0539
   2.09002      23879          0          0     0.0541
    2.1001      23934          0          0     0.0542
   2.11002      23969          0          0     0.0544
   2.12027      24021          0          0     0.0545
   2.13077      24070          0          0     0.0546
   2.14031      24124          0          0     0.0548
   2.15045      24168          0          0     0.0549
   2.16016      24228          0          0     0.0551
   2.17032      24278          0          0     0.0552
   2.18004      24329          0          0     0.0553
   2.19008      24383          0          0     0.0554
   2.20044      24446          0          0     0.0556
   2.21005      24498          0          0     0.0557
   2.22008      24541          0          0     0.0559
   2.23017      24588          0          0      0.056
   2.24007      24640          0          0     0.0561
      2.25      24696          0          0     0.0562
   2.26015      24754          0          0     0.0564
   2.27021      24802          0          0     0.0565
   2.28037      24843          0          0     0.0566
   2.29009      24888          0          0     0.0567
   2.30014      24938          0          0     0.0569
   2.31069      24988          0          0      0.057
    2.3201      25033          0          0     0.0571
   2.33021      25071          0          0     0.0572
   2.34006      25125          0          0     0.0573
   2.35004      25169          0          0     0.0574
   2.36008      25215          0          0     0.0575
    2.3701      25263          0          0     0.0576
   2.38006      25317          0          0     0.0578
   2.39036      25355          0          0     0.0579
   2.40013      25397          0          0      0.058
   2.41058      25461          0          0     0.0581
   2.42041      25512          0          0     0.0582
   2.43001      25552          0          0     0.0583
   2.44025      25586          0          0     0.0584
   2.45044      25625          0          0     0.0585
   2.46036      25662          0          0     0.0586
   2.47002      25713          0          0     0.0587
      2.48      25751          0          0     0.0588
   2.49014      25798          0          0     0.0589
   2.50022      25835          0          0      0.059
   2.51088      25885          0          0     0.0591
   2.52004      25923          0          0     0.0592
   2.53011      25964          0          0     0.0593
    2.5402      25998          0          0     0.0594
   2.55018      26039          0          0     0.0595
   2.56007      26072          0          0     0.0596
   2.57058      26107          0          0     0.0597
   2.58072      26142          0          0     0.0598
   2.59001      26185          0          0     0.0599
   2.60023      26226          0          0       0.06
   2.61023      26260          0          0       0.06
   2.62016      26297          0          0     0.0601
   2.63017      26342          0          0     0.0602
   2.64031      26391          0          0     0.0603
   2.65089      26430          0          0     0.0605
    2.6608      26457          0          0     0.0605
   2.67011      26493          0          0     0.0606
   2.68052      26533          0          0     0.0607
   2.69005      26567          0          0     0.0608
   2.70014      26612          0          0     0.0609
   2.71021      26649          0          0      0.061
   2.72031      26683          0          0      0.061
   2.73044      26723          0          0     0.0611
   2.74029      26758          0          0     0.0612
   2.75045      26785          0          0     0.0613
    2.7604      26828          0          0     0.0614
   2.77007      26849          0          0     0.0614
   2.78012      26875          0          0     0.0615
   2.79092      26905          0          0     0.0616
    2.8004      26930          0          0     0.0616
   2.81005      26962          0          0     0.0617
   2.82006      26992          0          0     0.0618
   2.83095      27030          0          0     0.0619
    2.8402      27055          0          0     0.0619
   2.85143      27079          0          0      0.062
   2.86002      27122          0          0     0.0621
   2.87059      27161          0          0     0.0622
      2.88      27200          0          0     0.0623
   2.89013      27232          0          0     0.0624
   2.90014      27267          0          0     0.0624
   2.91012      27303          0          0     0.0625
   2.92014      27341          0          0     0.0626
   2.93135      27375          0          0     0.0627
   2.94016      27414          0          0     0.0628
   2.95085      27451          0          0     0.0629
   2.96096      27492          0          0      0.063
   2.97062      27520          0          0     0.0631
   2.98012      27548          0          0     0.0631
   2.99029      27577          0          0     0.0632
    3.0001      27602          0          0     0.0632
   3.01008      27645          0          0     0.0633
   3.02024      27675          0          0     0.0634
   3.03003      27709          0          0     0.0635
   3.04043      27740          0          0     0.0636
   3.05045      27770          0          0     0.0636
   3.06083      27810          0          0     0.0637
   3.07065      27834          0          0     0.0638
    3.0802      27858          0          0     0.0639
   3.09028      27895          0          0     0.0639
   3.10037      27923          0          0      0.064
   3.11042      27945          0          0     0.0641
   3.12006      27974          0          0     0.0641
   3.13032      28019          0          0     0.0642
   3.14028      28055          0          0     0.0643
   3.15035      28083          0          0     0.0644
   3.16036      28102          0          0     0.0644
   3.17012      28133          0          0     0.0645
   3.18001      28173          0          0     0.0646
   3.19035      28197          0          0     0.0647
   3.20016      28220          0          0     0.0647
   3.21011      28257          0          0     0.0648
   3.22018      28279          0          0     0.0649
   3.23085      28308          0          0      0.065
   3.24012      28335          0          0      0.065
   3.25021      28355          0          0     0.0651
   3.26047      28385          0          0     0.0652
    3.2701      28414          0          0     0.0653
   3.28026      28452          0          0     0.0654
   3.29013      28479          0          0     0.0654
   3.30127      28508          0          0     0.0655
   3.31088      28534          0          0     0.0656
   3.32011      28563          0          0     0.0657
   3.33033      28588          0          0     0.0657
   3.34052      28616          0          0     0.0658
   3.35016      28637          0          0     0.0659
    3.3604      28660          0          0     0.0659
   3.37018      28685          0          0      0.066
   3.38027      28715          0          0     0.0661
   3.39016      28753          0          0     0.0662
   3.40029      28780          0          0     0.0663
   3.41108      28804          0          0     0.0663
   3.42012      28821          0          0     0.0664
   3.43008      28844          0          0     0.0664
   3.44174      28871          0          0     0.0665
    3.4508      28887          0          0     0.0666
   3.46014      28913          0          0     0.0667
   3.47002      28950          0          0     0.0668
   3.48012      28976          0          0     0.0668
   3.49004      29012          0          0     0.0669
     3.501      29041          0          0      0.067
   3.51041      29067          0          0     0.0671
   3.52042      29094          0          0     0.0672
   3.53058      29129          0          0     0.0673
   3.54018      29163          0          0     0.0674
   3.55018      29199          0          0     0.0675
   3.56074      29227          0          0     0.0676
   3.57133      29257          0          0     0.0676
   3.58003      29287          0          0     0.0677
    3.5902      29313          0          0     0.0678
   3.60025      29343          0          0     0.0679
   3.61044      29365          0          0     0.0679
   3.62017      29395          0          0      0.068
   3.63028      29410          0          0     0.0681
   3.64002      29441          0          0     0.0682
   3.65008      29477          0          0     0.0683
   3.66029      29509          0          0     0.0683
   3.67025      29539          0          0     0.0684
   3.68005      29565          0          0     0.0685
   3.69073      29586          0          0     0.0685
   3.70001      29614          0          0     0.0686
   3.71059      29633          0          0     0.0687
   3.72026      29660          0          0     0.0687
   3.73029      29685          0          0     0.0688
    3.7407      29710          0          0     0.0689
      3.75      29742          0          0      0.069
      3.76      29761          0          0      0.069
   3.77001      29791          0          0     0.0691
   3.78045      29823          0          0     0.0692
   3.79034      29843          0          0     0.0692
   3.80028      29874          0          0     0.0693
   3.81039      29891          0          0     0.0694
   3.82003      29912          0          0     0.0694
   3.83021      29934          0          0     0.0695
   3.84084      29964          0          0     0.0696
   3.85033      29996          0          0     0.0697
   3.86065      30037          0          0     0.0698
   3.87013      30064          0          0     0.0698
   3.88029      30094          0          0     0.0699
   3.89002      30126          0          0       0.07
   3.90098      30149          0          0     0.0701
   3.91027      30175          0          0     0.0701
   3.92034      30201          0          0     0.0702
   3.93014      30232          0          0     0.0703
   3.94052      30256          0          0     0.0704
    3.9511      30281          0          0     0.0705
   3.96039      30309          0          0     0.0705
   3.97094      30344          0          0     0.0706
   3.98123      30375          0          0     0.0707
   3.99003      30401          0          0     0.0708
   4.00002      30428          0          0     0.0709
   4.01051      30455          0          0     0.0709
   4.02069      30480          0          0      0.071
   4.03024      30506          0          0     0.0711
   4.04022      30526          0          0     0.0711
   4.05025      30561          0          0     0.0712
   4.06043      30601          0          0     0.0713
   4.07066      30629          0          0     0.0714
   4.08066      30658          0          0     0.0715
   4.09031      30681          0          0     0.0715
   4.10025      30712          0          0     0.0716
   4.11014      30734          0          0     0.0717
   4.12107      30755          0          0     0.0717
   4.13101      30781          0          0     0.0718
   4.14013      30802          0          0     0.0719
   4.15081      30830          0          0     0.0719
    4.1602      30854          0          0      0.072
   4.17014      30884          0          0     0.0721
   4.18003      30906          0          0     0.0721
   4.19022      30928          0          0     0.0722
   4.20009      30960          0          0     0.0723
   4.21041      30987          0          0     0.0723
   4.22162      31022          0          0     0.0724
   4.23062      31040          0          0     0.0725
      4.24      31066          0          0     0.0726
   4.25148      31093          0          0     0.0726
      4.26      31113          0          0     0.0727
   4.27036      31148          0          0     0.0728
   4.28041      31172          0          0     0.0729
   4.29095      31198          0          0     0.0729
   4.30049      31221          0          0      0.073
    4.3101      31246          0          0     0.0731
    4.3201      31272          0          0     0.0731
   4.33005      31292          0          0     0.0732
   4.34016      31313          0          0     0.0733
    4.3505      31347          0          0     0.0734
   4.36013      31378          0          0     0.0735
    4.3701      31406          0          0     0.0736
   4.38044      31434          0          0     0.0737
   4.39062      31458          0          0     0.0737
       4.4      31488          0          0     0.0738
   4.41083      31520          0          0     0.0739
   4.42007      31554          0          0      0.074
    4.4304      31580          0          0     0.0741
   4.44017      31607          0          0     0.0741
   4.45062      31643          0          0     0.0742
   4.46072      31663          0          0     0.0743
   4.47035      31690          0          0     0.0744
   4.48044      31728          0          0     0.0745
   4.49014      31759          0          0     0.0746
   4.50022      31788          0          0     0.0746
   4.51082      31819          0          0     0.0747
    4.5204      31849          0          0     0.0748
   4.53005      31873          0          0     0.0749
   4.54005      31893          0          0     0.0749
   4.55044      31926          0          0      0.075
   4.56002      31951          0          0     0.0751
    4.5706      31981          0          0     0.0751
   4.58135      32023          0          0     0.0753
   4.59009      32062          0          0     0.0754
   4.60002      32093          0          0     0.0754
   4.61016      32117          0          0     0.0755
   4.62028      32155          0          0     0.0756
   4.63049      32180          0          0     0.0757
   4.64114      32209          0          0     0.0757
   4.65118      32237          0          0     0.0758
   4.66016      32259          0          0     0.0759
   4.67053      32290          0          0     0.0759
   4.68074      32315          0          0      0.076
   4.69002      32354          0          0     0.0761
   4.70028      32375          0          0     0.0762
   4.71003      32410          0          0     0.0762
   4.72022      32437          0          0     0.0763
   4.73083      32468          0          0     0.0764
   4.74087      32498          0          0     0.0765
   4.75076      32520          0          0     0.0765
   4.76016      32561          0          0     0.0766
   4.77017      32581          0          0     0.0767
   4.78002      32610          0          0     0.0767
   4.79022      32633          0          0     0.0768
   4.80073      32662          0          0     0.0769
   4.81028      32685          0          0     0.0769
   4.82016      32719          0          0      0.077
   4.83098      32739          0          0     0.0771
   4.84036      32772          0          0     0.0771
    4.8508      32798          0          0     0.0772
   4.86011      32832          0          0     0.0773
   4.87063      32860          0          0     0.0774
   4.88017      32891          0          0     0.0774
   4.89004      32927          0          0     0.0775
   4.90005      32956          0          0     0.0776
   4.91083      32976          0          0     0.0776
   4.92035      33003          0          0     0.0777
   4.93008      33033          0          0     0.0778
   4.94004      33058          0          0     0.0778
   4.95154      33090          0          0     0.0779
   4.96024      33111          0          0      0.078
   4.97001      33141          0          0      0.078
    4.9801      33176          0          0     0.0781
   4.99042      33219          0          0     0.0782
   5.00015      33254          0          0     0.0783
   5.01004      33286          0          0     0.0784
   5.02028      33320          0          0     0.0785
   5.03013      33348          0          0     0.0785
   5.04002      33379          0          0     0.0786
    5.0503      33401          0          0     0.0787
   5.06018      33428          0          0     0.0787
   5.07045      33469          0          0     0.0788
    5.0801      33494          0          0     0.0789
   5.09054      33522          0          0      0.079
   5.10037      33551          0          0      0.079
   5.11064      33578          0          0     0.0791
   5.12073      33599          0          0     0.0791
   5.13028      33629          0          0     0.0792
   5.14064      33655          0          0     0.0793
   5.15025      33678          0          0     0.0793
   5.16006      33708          0          0     0.0794
   5.17007      33743          0          0     0.0795
   5.18032      33768          0          0     0.0796
   5.19004      33802          0          0     0.0796
   5.20067      33834          0          0     0.0797
   5.21077      33869          0          0     0.0798
   5.22004      33902          0          0     0.0799
   5.23015      33944          0          0       0.08
   5.24116      33979          0          0     0.0801
    5.2502      34007          0          0     0.0801
   5.26033      34039          0          0     0.0802
   5.27012      34075          0          0     0.0803
   5.28042      34112          0          0     0.0804
   5.29039      34148          0          0     0.0805
   5.30015      34174          0          0     0.0805
   5.31011      34203          0          0     0.0806
   5.32054      34231          0          0     0.0807
   5.33045      34265          0          0     0.0808
   5.34032      34298          0          0     0.0809
   5.35016      34334          0          0     0.0809
   5.36032      34365          0          0      0.081
      5.37      34397          0          0     0.0811
   5.38061      34434          0          0     0.0812
   5.39083      34463          0          0     0.0813
   5.40004      34489          0          0     0.0813
   5.41044      34522          0          0     0.0814
   5.42041      34554          0          0     0.0815
   5.43038      34577          0          0     0.0816
   5.44117      34601          0          0     0.0817
   5.45042      34628          0          0     0.0817
    5.4602      34655          0          0     0.0818
   5.47019      34695          0          0     0.0819
   5.48076      34734          0          0      0.082
   5.49089      34772          0          0     0.0821
       5.5      34792          0          0     0.0821
   5.51032      34825          0          0     0.0822
   5.52011      34864          0          0     0.0823
   5.53021      34894          0          0     0.0824
    5.5401      34924          0          0     0.0825
   5.55061      34951          0          0     0.0825
   5.56017      34980          0          0     0.0826
   5.57024      35006          0          0     0.0827
   5.58016      35034          0          0     0.0828
   5.59013      35069          0          0     0.0829
    5.6002      35102          0          0     0.0829
   5.61034      35135          0          0      0.083
    5.6204      35175          0          0     0.0831
   5.63106      35206          0          0     0.0832
   5.64039      35237          0          0     0.0833
   5.65013      35257          0          0     0.0834
   5.66018      35291          0          0     0.0834
   5.67018      35318          0          0     0.0835
   5.68045      35352          0          0     0.0836
    5.6906      35388          0          0     0.0837
   5.70048      35415          0          0     0.0838
   5.71035      35434          0          0     0.0838
   5.72017      35466          0          0     0.0839
   5.73009      35504          0          0      0.084
   5.74007      35536          0          0     0.0841
   5.75022      35570          0          0     0.0841
   5.76009      35604          0          0     0.0842
   5.77004      35631          0          0     0.0843
    5.7801      35671          0          0     0.0844
   5.79042      35694          0          0     0.0845
   5.80085      35731          0          0     0.0845
   5.81071      35764          0          0     0.0846
   5.82031      35796          0          0     0.0847
   5.83001      35826          0          0     0.0848
   5.84038      35846          0          0     0.0849
   5.85013      35879          0          0      0.085
    5.8602      35911          0          0      0.085
   5.87009      35945          0          0     0.0851
   5.88016      35980          0          0     0.0852
   5.89017      36013          0          0     0.0853
    5.9003      36052          0          0     0.0854
   5.91066      36087          0          0     0.0855
   5.92019      36119          0          0     0.0856
   5.93004      36156          0          0     0.0857
   5.94061      36191          0          0     0.0858
   5.95033      36219          0          0     0.0859
   5.96006      36252          0          0     0.0859
   5.97002      36283          0          0      0.086
   5.98104      36323          0          0     0.0861
   5.99012      36346          0          0     0.0862
   6.00041      36374          0          0     0.0863
   6.01021      36412          0          0     0.0864
   6.02002      36447          0          0     0.0865
   6.03014      36484          0          0     0.0866
    6.0403      36523          0          0     0.0867
   6.05018      36550          0          0     0.0867
   6.06055      36586          0          0     0.0868
   6.07036      36624          0          0     0.0869
   6.08005      36655          0          0      0.087
   6.09012      36685          0          0     0.0871
   6.10043      36726          0          0     0.0872
   6.11022      36758          0          0     0.0873
   6.12074      36793          0          0     0.0873
   6.13018      36820          0          0     0.0874
   6.14009      36852          0          0     0.0875
   6.15008      36882          0          0     0.0876
    6.1601      36910          0          0     0.0876
   6.17007      36932          0          0     0.0877
   6.18014      36963          0          0     0.0878
   6.19087      36995          0          0     0.0878
   6.20028      37025          0          0     0.0879
    6.2115      37059          0          0      0.088
   6.22056      37094          0          0     0.0881
    6.2302      37122          0          0     0.0882
   6.24015      37167          0          0     0.0883
   6.25023      37195          0          0     0.0884
    6.2601      37231          0          0     0.0885
   6.27045      37262          0          0     0.0885
   6.28001      37293          0          0     0.0886
   6.29046      37335          0          0     0.0887
   6.30013      37359          0          0     0.0888
   6.31038      37393          0          0     0.0889
   6.32041      37430          0          0      0.089
   6.33027      37462          0          0      0.089
   6.34006      37512          0          0     0.0892
   6.35111      37549          0          0     0.0893
   6.36014      37587          0          0     0.0894
   6.37012      37623          0          0     0.0895
   6.38004      37653          0          0     0.0895
   6.39005      37690          0          0     0.0896
   6.40025      37724          0          0     0.0897
   6.41036      37765          0          0     0.0898
   6.42002      37793          0          0     0.0899
   6.43002      37836          0          0       0.09
   6.44014      37875          0          0     0.0901
   6.45057      37912          0          0     0.0902
   6.46031      37947          0          0     0.0903
   6.47089      37982          0          0     0.0904
   6.48022      38014          0          0     0.0905
   6.49091      38047          0          0     0.0906
   6.50011      38082          0          0     0.0907
   6.51023      38115          0          0     0.0908
    6.5201      38153          0          0     0.0909
   6.53013      38191          0          0      0.091
   6.54022      38217          0          0      0.091
   6.55026      38247          0          0     0.0911
   6.56019      38289          0          0     0.0912
   6.57001      38320          0          0     0.0913
   6.58037      38359          0          0     0.0914
   6.59015      38395          0          0     0.0915
   6.60009      38437          0          0     0.0916
   6.61041      38463          0          0     0.0916
   6.62014      38504          0          0     0.0917
   6.63015      38545          0          0     0.0918
   6.64031      38574          0          0     0.0919
   6.65057      38600          0          0      0.092
    6.6601      38634          0          0     0.0921
   6.67081      38660          0          0     0.0921
   6.68009      38704          0          0     0.0922
    6.6911      38737          0          0     0.0923
   6.70061      38769          0          0     0.0924
   6.71011      38804          0          0     0.0924
   6.72007      38827          0          0     0.0925
   6.73052      38860          0          0     0.0926
   6.74011      38903          0          0     0.0927
   6.75019      38932          0          0     0.0928
   6.76024      38973          0          0     0.0928
   6.77013      39006          0          0     0.0929
   6.78029      39037          0          0      0.093
   6.79002      39073          0          0     0.0931
   6.80042      39115          0          0     0.0932
   6.81015      39155          0          0     0.0933
   6.82025      39196          0          0     0.0934
   6.83059      39235          0          0     0.0935
   6.84014      39273          0          0     0.0935
   6.85046      39310          0          0     0.0936
   6.86051      39353          0          0     0.0937
   6.87028      39383          0          0     0.0938
      6.88      39411          0          0     0.0939
   6.89139      39447          0          0     0.0939
   6.90066      39476          0          0      0.094
   6.91088      39505          0          0     0.0941
   6.92063      39539          0          0     0.0942
   6.93064      39577          0          0     0.0943
   6.94024      39606          0          0     0.0943
   6.95031      39643          0          0     0.0944
   6.96002      39669          0          0     0.0945
      6.97      39713          0          0     0.0946
   6.98029      39739          0          0     0.0946
    6.9902      39769          0          0     0.0947
    7.0001      39804          0          0     0.0948
      7.01      39846          0          0     0.0949
   7.02001      39886          0          0      0.095
    7.0304      39928          0          0     0.0951
   7.04185      39960          0          0     0.0952
    7.0503      39987          0          0     0.0952
   7.06046      40017          0          0     0.0953
   7.07008      40046          0          0     0.0954
   7.08044      40089          0          0     0.0955
    7.0901      40132          0          0     0.0955
   7.10044      40176          0          0     0.0957
   7.11027      40205          0          0     0.0957
   7.12037      40243          0          0     0.0958
   7.13065      40276          0          0     0.0959
   7.14005      40312          0          0      0.096
   7.15016      40345          0          0      0.096
   7.16002      40377          0          0     0.0961
   7.17054      40403          0          0     0.0962
   7.18045      40439          0          0     0.0963
   7.19007      40479          0          0     0.0964
   7.20025      40514          0          0     0.0964
   7.21067      40553          0          0     0.0965
   7.22002      40595          0          0     0.0966
   7.23002      40645          0          0     0.0967
   7.24065      40683          0          0     0.0968
   7.25006      40717          0          0     0.0969
   7.26012      40750          0          0      0.097
   7.27001      40797          0          0     0.0971
   7.28116      40834          0          0     0.0972
    7.2902      40865          0          0     0.0972
   7.30003      40899          0          0     0.0973
   7.31066      40948          0          0     0.0974
    7.3202      40984          0          0     0.0975
   7.33021      41022          0          0     0.0976
   7.34032      41057          0          0     0.0977
   7.35043      41085          0          0     0.0977
   7.36041      41113          0          0     0.0978
   7.37057      41141          0          0     0.0979
   7.38063      41185          0          0      0.098
   7.39075      41226          0          0     0.0981
   7.40059      41263          0          0     0.0981
   7.41063      41307          0          0     0.0982
   7.42019      41349          0          0     0.0983
   7.43004      41383          0          0     0.0984
   7.44001      41415          0          0     0.0985
   7.45102      41456          0          0     0.0986
   7.46038      41498          0          0     0.0987
   7.47002      41533          0          0     0.0987
    7.4803      41566          0          0     0.0988
   7.49029      41599          0          0     0.0989
    7.5001      41633          0          0      0.099
   7.51005      41672          0          0     0.0991
   7.52059      41705          0          0     0.0991
   7.53019      41731          0          0     0.0992
   7.54068      41757          0          0     0.0993
   7.55023      41788          0          0     0.0993
   7.56013      41812          0          0     0.0994
   7.57031      41850          0          0     0.0995
   7.58178      41889          0          0     0.0996
   7.59007      41919          0          0     0.0996
   7.60008      41948          0          0     0.0997
   7.61016      41984          0          0     0.0998
   7.62044      42028          0          0     0.0999
   7.63028      42064          0          0        0.1
   7.64004      42094          0          0        0.1
   7.65049      42133          0          0        0.1
    7.6601      42165          0          0        0.1
    7.6701      42202          0          0        0.1
   7.68009      42231          0          0        0.1
   7.69004      42262          0          0        0.1
   7.70034      42294          0          0        0.1
   7.71018      42328          0          0      0.101
   7.72017      42370          0          0      0.101
   7.73036      42404          0          0      0.101
   7.74026      42433          0          0      0.101
    7.7505      42480          0          0      0.101
   7.76011      42514          0          0      0.101
    7.7703      42564          0          0      0.101
   7.78005      42608          0          0      0.101
   7.79039      42645          0          0      0.101
   7.80044      42681          0          0      0.101
    7.8101      42723          0          0      0.101
   7.82034      42748          0          0      0.102
   7.83027      42784          0          0      0.102
   7.84021      42823          0          0      0.102
   7.85006      42859          0          0      0.102
   7.86053      42890          0          0      0.102
   7.87036      42927          0          0      0.102
   7.88007      42961          0          0      0.102
   7.89003      42996          0          0      0.102
   7.90008      43035          0          0      0.102
   7.91031      43069          0          0      0.102
   7.92017      43113          0          0      0.102
   7.93052      43149          0          0      0.103
   7.94007      43182          0          0      0.103
    7.9502      43215          0          0      0.103
   7.96003      43236          0          0      0.103
    7.9701      43269          0          0      0.103
   7.98048      43305          0          0      0.103
   7.99071      43339          0          0      0.103
   8.00064      43367          0          0      0.103
   8.01022      43407          0          0      0.103
   8.02054      43447          0          0      0.103
   8.03022      43474          0          0      0.103
   8.04016      43513          0          0      0.103
   8.05011      43551          0          0      0.103
    8.0601      43584          0          0      0.104
   8.07018      43631          0          0      0.104
   8.08024      43659          0          0      0.104
   8.09021      43697          0          0      0.104
   8.10004      43731          0          0      0.104
   8.11014      43765          0          0      0.104
   8.12001      43799          0          0      0.104
    8.1302      43839          0          0      0.104
   8.14017      43876          0          0      0.104
      8.15      43911          0          0      0.104
   8.16007      43945          0          0      0.104
   8.17003      43974          0          0      0.105
   8.18069      44002          0          0      0.105
    8.1902      44040          0          0      0.105
   8.20013      44072          0          0      0.105
   8.21007      44110          0          0      0.105
    8.2203      44151          0          0      0.105
   8.23008      44187          0          0      0.105
   8.24043      44221          0          0      0.105
   8.25085      44262          0          0      0.105
   8.26081      44305          0          0      0.105
   8.27001      44338          0          0      0.105
   8.28008      44376          0          0      0.106
   8.29002      44412          0          0      0.106
   8.30039      44454          0          0      0.106
   8.31047      44492          0          0      0.106
   8.32025      44530          0          0      0.106
   8.33014      44558          0          0      0.106
   8.34056      44599          0          0      0.106
   8.35007      44631          0          0      0.106
    8.3601      44665          0          0      0.106
   8.37036      44708          0          0      0.106
   8.38069      44743          0          0      0.106
   8.39008      44784          0          0      0.106
   8.40044      44816          0          0      0.107
   8.41004      44858          0          0      0.107
   8.42034      44898          0          0      0.107
   8.43028      44934          0          0      0.107
   8.44009      44965          0          0      0.107
   8.45025      45016          0          0      0.107
   8.46041      45056          0          0      0.107
    8.4702      45094          0          0      0.107
   8.48002      45135          0          0      0.107
   8.49018      45172          0          0      0.107
   8.50026      45206          0          0      0.107
   8.51002      45245          0          0      0.108
   8.52033      45276          0          0      0.108
   8.53038      45322          0          0      0.108
   8.54122      45358          0          0      0.108
   8.55057      45388          0          0      0.108
   8.56016      45424          0          0      0.108
   8.57025      45456          0          0      0.108
    8.5802      45489          0          0      0.108
   8.59019      45524          0          0      0.108
   8.60015      45552          0          0      0.108
   8.61037      45591          0          0      0.108
    8.6201      45628          0          0      0.108
   8.63013      45663          0          0      0.109
   8.64012      45693          0          0      0.109
    8.6506      45728          0          0      0.109
    8.6606      45760          0          0      0.109
   8.67009      45792          0          0      0.109
   8.68025      45821          0          0      0.109
   8.69071      45865          0          0      0.109
   8.70025      45902          0          0      0.109
   8.71005      45938          0          0      0.109
   8.72008      45978          0          0      0.109
   8.73079      46013          0          0      0.109
